goal,action,action_abbr,proportion_mean,ci_low,ci_high
approaching,1.A,Data Collection,12.290076808498847,10.386570215142184,14.078198749963176
approaching,2.A,Microbial Vaccines,17.947066138509165,15.92943784835229,20.173590614501684
approaching,2.B,Plant Gene Extracts,10.450062210403289,8.881374243478913,12.001531393862258
approaching,2.C,Anim. Gene Extracts,13.945137492442589,12.135850295537795,15.78029854412828
approaching,2.D,Human Gene Editing,12.882708771738008,10.412582980643792,15.50924987060042
approaching,3.A,Req. for Experiment,4.3175572565864915,2.790529842440168,6.125571411347269
approaching,3.B,Req. for H.G.E,2.1886861277153633,1.659684183882085,2.7855234801430444
approaching,3.C,Req. for Assistance,2.8405248636920306,2.1503615564532925,3.5282644024204175
approaching,3.D,Chat w/ other RSRs.,4.252561734866832,3.2077517998306035,5.440023977365712
approaching,4.A,Meth. Analysis Low,2.1628720866839304,1.595770793174842,2.8470087983605588
approaching,4.B,Meth. Analysis Med.,10.4487650293235,8.689844690791466,12.451893721970182
approaching,4.C,Meth. Analysis High,6.273981479539952,4.82193287275568,7.732962921948114
avoidance,1.A,Data Collection,22.44910655686143,20.979879296573827,24.0464514390532
avoidance,2.A,Microbial Vaccines,18.078794626440803,16.15810909279931,20.00983392369748
avoidance,2.B,Plant Gene Extracts,7.0343091872589625,5.651860590399381,8.49751802726259
avoidance,2.C,Anim. Gene Extracts,12.584248326358523,10.848969769316003,14.468904065037218
avoidance,2.D,Human Gene Editing,11.38723498626422,9.341141554736009,13.508130468013997
avoidance,3.A,Req. for Experiment,1.8561671651964007,1.3296152464442381,2.4334985029997207
avoidance,3.B,Req. for H.G.E,2.5431568421860775,1.9501588528080283,3.2017439800884326
avoidance,3.C,Req. for Assistance,2.4188711279003634,1.8360875163483859,3.0807805664891506
avoidance,3.D,Chat w/ other RSRs.,2.5396748069799044,1.9136661059351274,3.22025361803988
avoidance,4.A,Meth. Analysis Low,1.774276205914137,1.2556084656084656,2.3790068567288385
avoidance,4.B,Meth. Analysis Med.,9.442476800643966,7.836111265546048,11.079114987034867
avoidance,4.C,Meth. Analysis High,7.891683367995212,6.407378527824555,9.50376389889471
